季节;朝代;年;公历年;季;衙门;官职;官职简写;官员;品级;身份;名;公历年次数;原姓名;民族;旗分;爵位;科举
春;道光;七;1827;1;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;觉罗;海龄;1;;满洲;正蓝;;监生
秋;嘉庆;十七;1812;3;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;;润祥;1;;满洲;镶黄;;
秋;同治;六;1867;3;副都统;盛京副都统;副都统;镇守盛京等处地方副都统;从二;;清凯;13;;满洲;镶蓝;;
春;同治;八;1869;1;副都统;盛京副都统;副都统;镇守盛京等处副都统奉恩将军;从一;宗室;清凯;13;;满洲;正黄;;？
春;同治;九;1870;1;副都统;盛京副都统;副都统;镇守盛京等处副都统奉恩将军;从一;宗室;清凯;13;;满洲;正黄;;
春;同治;十;1871;1;副都统;盛京副都统;副都统;镇守盛京等处副都统奉恩将军;从一;宗室;清凯;13;;满洲;正黄;;
夏;同治;十一;1872;2;副都统;盛京副都统;副都统;镇守盛京等处副都统奉恩将军;从一;宗室;清凯;13;;满洲;正黄;;
冬;同治;十二;1873;4;副都统;盛京副都统;副都统;镇守盛京等处副都统奉恩将军;从一;宗室;清凯;13;;满洲;正黄;;
夏;同治;十三;1874;2;副都统;盛京副都统;副都统;镇守盛京等处地方副都统;从二;宗室;清凯;13;;满洲;正黄;;
夏;光绪;一;1875;2;副都统;盛京副都统;副都统;镇守盛京等处地方副都统;从二;宗室;清凯;13;;满洲;正黄;;
冬;光绪;二;1876;4;副都统;盛京副都统;副都统;镇守盛京等处地方副都统;从二;宗室;清凯;13;;满洲;正黄;;
冬;光绪;三;1877;4;副都统;盛京副都统;副都统;镇守盛京等处地方副都统;从二;宗室;清凯;13;;满洲;正黄;;
秋;光绪;四;1878;3;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;宗室;清凯;13;;满洲;正黄;;
冬;光绪;四;1878;4;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;宗室;清凯;13;;满洲;正黄;;
秋;光绪;五;1879;3;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;宗室;清凯;13;;满洲;正黄;;
夏;同治;四;1865;2;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;清安;4;;满洲;正蓝;;
春;同治;五;1866;1;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;清安;4;;满洲;镶蓝;;
秋;同治;六;1867;3;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;清安;4;;满洲;镶蓝;;
春;同治;八;1869;1;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;清安;4;;满洲;镶蓝;;
夏;道光;二十八;1848;2;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;清安;5;;满洲;镶红;;
夏;道光;二十九;1849;2;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;清安;5;;满洲;镶红;;
夏;咸丰;一;1851;2;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;清安;5;;满洲;镶红;;
冬;咸丰;二;1852;4;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;清安;5;;满洲;镶红;;
夏;咸丰;三;1853;2;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;清安;5;;满洲;镶红;;
秋;光绪;二十六;1900;3;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;;清锐;4;;蒙古;镶黄;;翻译进士
冬;光绪;二十七;1901;4;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;;清锐;4;;蒙古;镶黄;;翻译进士
夏;光绪;二十八;1902;2;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;;清锐;4;;蒙古;镶黄;;翻译进士
春;光绪;二十九;1903;1;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;;清锐;4;;蒙古;镶黄;;翻译进士
夏;光绪;二十三;1897;2;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;宗室;溥蔚;3;;满洲;正红;;
秋;光绪;二十四;1898;3;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;宗室;溥蔚;3;;满洲;正红;;
春;光绪;二十五;1899;1;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;宗室;溥蔚;3;;满洲;正红;;
夏;光绪;二十二;1896;2;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;宗室;溥顾;3;;满洲;镶红;;
夏;光绪;二十三;1897;2;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;宗室;溥顾;3;;满洲;镶红;;
